title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	data_processing.5	platform_id	contact_name	contact_email	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1
TB_23	GSM2712698	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: TB	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	TB subject 23	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373614	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022525	NONE
TB_24	GSM2712699	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: TB	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	TB subject 24	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373613	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022526	NONE
TB_25	GSM2712700	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: TB	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	TB subject 25	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373612	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022527	NONE
TB_26	GSM2712701	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: TB	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	TB subject 26	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373611	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022528	NONE
TB_27	GSM2712702	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: TB	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	TB subject 27	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373610	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022529	NONE
TB_28	GSM2712703	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: TB	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	TB subject 28	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373609	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022530	NONE
LTBI_1	GSM2712704	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 1	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373608	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022531	NONE
LTBI_2	GSM2712705	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 2	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373607	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022532	NONE
LTBI_3	GSM2712706	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 3	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373606	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022533	NONE
LTBI_4	GSM2712707	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 4	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373605	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022534	NONE
LTBI_5	GSM2712708	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 5	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373604	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022535	NONE
LTBI_6	GSM2712709	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 6	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373603	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022536	NONE
LTBI_7	GSM2712710	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 7	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373602	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022537	NONE
LTBI_8	GSM2712711	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 8	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373601	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022538	NONE
LTBI_9	GSM2712712	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 9	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373600	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022539	NONE
LTBI_10	GSM2712713	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 10	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373599	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022540	NONE
LTBI_11	GSM2712714	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 11	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373598	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022541	NONE
LTBI_12	GSM2712715	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 12	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373597	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022542	NONE
LTBI_13	GSM2712716	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 13	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373596	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022543	NONE
LTBI_14	GSM2712717	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 14	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373595	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022544	NONE
LTBI_15	GSM2712718	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 15	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373594	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022545	NONE
LTBI_16	GSM2712719	Public on Jan 24 2018	Jul 20 2017	Jan 24 2018	SRA	1	Whole blood	Homo sapiens	condition: latent TB infection	polyA RNA	PAXgene blood RNA kit (Cat # 762164, Qiagen, Hilden, Germany)	SureSelect Strand-Specific mRNA Library Prep kit (Cat #5190-6411, Agilent, Santa Clara, USA)	9606	LTBI subject 16	Sequence Quality control: FastQC_v0.11.5 (default) + trimmomatic-0.36 (ILLUMINACLIP:TruSeq3-PE.fa:2:30:10 LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36)	Alignment: Rsubread-1.8.2 (indels = 5, unique = TRUE)	Gene Filtering: rowSums(matrix) > 20	Normalization: DEseq2 1.14.1 (RLE method)	Genome_build: hg19	Supplementary_files_format_and_content: Excel file matrix of normalized expression counts with genes in rows and samples in columns	GPL18573	Padmini,,Salgame	padmini.salgame@rutgers.edu	Salgame	Medicine	Rutgers New Jersey Medical School	185 South Orange Ave	Newark	NJ	07103	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN07373593	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3022546	NONE
